Trait	Diff	p.val	p.adj
Iron status biomarkers	-0.0078520770010132	0.573804752228269	1
Metabolite levels HVA	-0.0079370836019772	0.546796325335876	1
Atopy	-0.00797872340425532	0.794629502817208	1
Atrial fibrillation-over-atrial flutter	-0.00797872340425532	0.803770467765341	1
Double-edged eyelids	-0.00797872340425532	0.805973721053545	1
Response to fenofibrate triglyceride levels	-0.00797872340425532	0.684245475298301	1
Spontaneous preterm birth preterm birth	-0.00797872340425534	0.781295378293359	1
Autism	-0.00806737588652484	0.700563536796275	1
Adverse response to chemotherapy neutropenia-over-leucopenia paclitaxel	-0.00810536980749746	0.455889389754337	1
Metabolite levels 5-HIAA-over- MHPG Ratio	-0.0081306990881459	0.614171735075514	1
Pubertal anthropometrics	-0.0082935619189819	0.389688752778672	1
Fasting insulin dietary factor interaction	-0.0083959480236076	0.496017478580363	1
Serum metabolite ratios in chronic kidney disease	-0.00861195542046611	0.64271340593762	1
Iris color b* coordinate	-0.00868794326241129	0.642318135529225	1
Homeostasis model assessment of insulin resistance dietary factor interaction	-0.00871716935546724	0.448451017896874	1
Bone mineral density total hip	-0.00879395427267771	0.365919489344203	1
Iris characteristics	-0.00886524822695034	0.70782422450901	1
Periodontal microbiota	-0.00887499025796906	0.46897164278208	1
Economic and political preferences time	-0.00904255319148928	0.477759757332293	1
Post bronchodilator FEV1 in COPD	-0.00919141306439042	0.0584949369572529	1
Rheumatoid arthritis	-0.00925342832400455	0.0573750951344717	1
Insomnia	-0.00925470531969141	0.148992159574597	1
Alcohol use disorder dependence and problematic use scores	-0.0093085106382978	0.515716337670386	1
Bladder cancer	-0.00933806146572103	0.548438156056616	1
Coronary heart disease	-0.00934231164613769	0.111513343606535	1
Morning vs. evening chronotype	-0.00937504759038144	0.209726333490714	1
Electroencephalographic traits in alcoholism	-0.00949848024316113	0.609264862773602	1
Rheumatoid arthritis ACPA-positive	-0.00970379698597823	0.0673475275104808	1
Glioma high-grade	-0.00975177304964536	0.633713761538692	1
Depressive symptoms	-0.00980971507335993	0.29755310940476	1
Facial morphology factor 6, height of vermillion lower lip	-0.00987630867950015	0.373536672982466	1
Blood metabolite ratios	-0.00994914402103858	0.0803489900364224	1
Paclitaxel-induced neuropathy	-0.0100472813238771	0.201957549705719	1
Lupus nephritis in systemic lupus erythematosus	-0.010105039759295	0.492287005389293	1
Urinary albumin excretion no hypertensive medication	-0.0101613251683653	0.425080107048109	1
Amyotrophic lateral sclerosis age of onset	-0.0101950354609929	0.392275661291558	1
Plasma proprotein convertase subtilisin-over-kexin type 9 levels in stable coronary artery disease	-0.0101950354609929	0.503309448606439	1
Facial pigmentation	-0.0106382978723404	0.691470419774089	1
Neurofibrillary tangles or cerebral amyloid angiopathy pleiotropy	-0.0106382978723404	0.472606065601093	1
Menstruation quality of life impact sleepiness	-0.0106382978723405	0.658337686517251	1
Adiponectin levels in pregnancy	-0.0106382978723405	0.63074153688845	1
Calcaneal bone ultrasound measurement speed of sound	-0.0106382978723405	0.553192236314292	1
Thiopurine-induced leukopenia in inflammatory bowel disease	-0.0106382978723405	0.409443566763508	1
Liver enzyme levels	-0.0106759080163336	0.458999719481653	1
Nonsyndromic cleft lip with cleft palate	-0.0107421916310735	0.00538738307467162	1
Depressive symptoms SSRI exposure interaction	-0.0108156028368794	0.52047748833475	1
Asthma	-0.0108174833453186	0.0859070707201913	1
Magnesium levels	-0.0111106765401197	0.231071207308358	1
Forced expiratory volume in 1 second occupational environmental exposures interaction	-0.0111195542046605	0.557683282183989	1
Bone mineral density spine	-0.0111647303599201	0.201545279413687	1
Perceived unattractiveness to mosquitoes	-0.0112061416099478	0.066544188482222	1
Menarche age at onset	-0.011292661243725	0.00303809194546613	1
Itch intensity from mosquito bite adjusted by bite size	-0.0114269225470657	0.00231444903516326	1
Metabolite levels MHPG	-0.0115135750774049	0.239506884000969	1
Urinary bladder cancer	-0.0115248226950355	0.633570456695139	1
Childhood steroid-sensitive nephrotic syndrome	-0.0115248226950355	0.712306927637727	1
CTACK levels	-0.0115264694903717	0.079311515590992	1
Multiple sclerosis	-0.0115470742034205	2.47214571903889e-05	0.0328300951488364
Waist-to-hip ratio adjusted for BMI in active individuals	-0.0119300911854103	0.388859620991804	1
Adverse response to chemotherapy neutropenia-over-leucopenia cisplatin	-0.012145390070922	0.42601651007959	1
1,5-anhydroglucitol levels	-0.0122340425531915	0.454770075541029	1
Pyoderma gangrenosum in inflammatory bowel disease	-0.0122847011144883	0.386699582987937	1
Weight loss gastric bypass surgery	-0.0124113475177304	0.524495466842065	1
Maximal oxygen uptake response	-0.0124113475177305	0.471508154972933	1
Response to abacavir-containing treatment in HIV-1 infection virologic failure	-0.0126809829004435	0.161073077585336	1
Regular attendance at a pub or social club	-0.0126822645439667	0.278473345567282	1
Tourette syndrome	-0.0127659574468085	0.566574399966552	1
Vascular brain injury	-0.012854609929078	0.46728855937353	1
Depressive symptoms MTAG	-0.0130471823386297	0.0264749407602743	1
Glioblastoma	-0.0130762411347517	0.413753820366516	1
Heart rate response to recovery post exercise 50 sec	-0.0132486750837815	0.1689426560919	1
Ulcerative colitis or Crohn's disease	-0.0132978723404255	0.388279985950699	1
Response to ranibizumab in age-related macular degeneration exudative	-0.0132978723404255	0.515349943171309	1
Asthma sex interaction	-0.013386524822695	0.493641482743769	1
Reading disability or specific language impairment pleiotropy	-0.0134751773049646	0.480604493598273	1
Lymphocyte percentage of white cells	-0.0136421100064982	0.00193230660882372	1
Gallbladder cancer	-0.013677811550152	0.129464282434024	1
Urate levels in lean individuals	-0.0140027922329813	0.0962375157578617	1
Acute lymphoblastic leukemia childhood	-0.014020908177255	0.0188086352162811	1
Hand grip strength	-0.0140457926601655	0.000239403208875521	0.283932205726368
Frontotemporal dementia with GRN mutation	-0.0140873015873015	0.360343293552802	1
Clozapine-induced agranulocytosis-over-granulocytopenia in treatment-resistant schizophrenia	-0.0140957446808511	0.281588121098826	1
Interferon gamma levels	-0.0141414141414143	0.199147211992452	1
Thiopurine S-methyltransferase activity	-0.0141843971631206	0.229239552507147	1
C-reactive protein	-0.0144261766602192	0.168559136122075	1
Blood pressure	-0.0146471935918134	0.00874999916633197	1
Frontotemporal dementia age at onset	-0.0147163120567376	0.226247561219343	1
Gut microbiota functional units	-0.0147308672047153	0.0358731713396663	1
Itch intensity from mosquito bite	-0.0147557029271899	0.00234078649524237	1
Urate levels in obese individuals	-0.014957346351567	0.0428319139273841	1
Venlafaxine response in generalised anxiety disorder responders vs non-responders after 12 weeks	-0.0150709219858156	0.231874128788636	1
Menstruation quality of life impact edema	-0.0150709219858156	0.472085771682145	1
Depressed affect	-0.0151979470776257	0.0127299894675622	1
Barrett's esophagus	-0.0152025574897915	0.130852385322122	1
Femoral neck bone mineral density	-0.0152424250296591	0.0538357366354359	1
Lumbar spine bone mineral density	-0.0152426206167952	0.0391954575654005	1
Neuropathic pain in type 2 diabetes	-0.0152482269503546	0.399113508595589	1
Hypothyroidism	-0.0152798334875117	0.0746547942551619	1
Pelvic organ prolapse	-0.0153181307984186	0.156341310647347	1
BMI adjusted for smoking behaviour	-0.0153721131114748	0.0744086242265502	1
Brain volume in infants grey matter	-0.0154191995947315	0.130708868016296	1
Mean arterial pressure x alcohol consumption interaction 2df test	-0.0154475594228556	0.00375741516327257	1
Eating disorder in bipolar disorder	-0.0155141843971631	0.570713251648515	1
Fasting plasma glucose	-0.0155775075987842	0.455051104570699	1
Non-alcoholic fatty liver disease histology AST	-0.0156914893617021	0.263494651559043	1
Oral cavity cancer	-0.0158519081391422	0.193013876530498	1
Response to paliperidone in schizophrenia PANSS score	-0.0159231647119467	0.0310521594434198	1
Symmetrical dimethylarginine levels	-0.0159400882805138	0.144155529097333	1
AR-C124910XX levels in individuals with acute coronary syndromes treated with ticagrelor	-0.0159574468085106	0.706508730033395	1
Cardiovascular disease in hypertension calcium channel blocker interaction	-0.0159574468085106	0.614101429974593	1
Diabetic nephropathy in type 1 diabetes	-0.0159574468085106	0.730941475394885	1
Extremely high intelligence	-0.0159574468085106	0.678530419648982	1
Gait rhythm	-0.0159574468085106	0.661026074559045	1
Nevirapine-induced hypersensitivity in HIV Stevens-Johnson syndrome or toxic epidermal necrosis	-0.0159574468085106	0.704301645465925	1
Non-word repetition	-0.0159574468085106	0.466229436069258	1
Parent of origin effect on language impairment paternal	-0.0159574468085106	0.719228097087128	1
Thrombocytopenia in coronary artery bypass surgery	-0.0159574468085106	0.666109467272701	1
Endothelial growth factor levels	-0.0159574468085106	0.226831148239998	1
Immunoglobulin A	-0.0159574468085106	0.241084327371194	1
Cognitive decline	-0.0159574468085107	0.680877806525116	1
Hair morphology	-0.0164211674849973	0.111892598787189	1
Bipolar disorder	-0.0164701287872585	0.00443366887007033	1
Cytomegalovirus antibody response	-0.016548463356974	0.0487686516864485	1
Hodgkin's lymphoma	-0.0167956157317859	0.128535637046721	1
Quantitative traits	-0.0168344659057449	0.0486001905782318	1
Oropharynx cancer	-0.0169332440609037	0.186640181876682	1
F-cell distribution	-0.0170022796352584	0.237100354785325	1
Hippocampal tail volume	-0.0170466058763931	0.308208979720229	1
Neuroticism MTAG	-0.017060181506789	0.0162886968774254	1
Gastritis	-0.0171985815602837	0.239076543360344	1
Antibody level in response to infection	-0.0172872340425532	0.364982299794271	1
Response to fenofibrate	-0.0172872340425532	0.0944449564697872	1
Circulating chemerin levels	-0.0174898682877407	0.304939215894843	1
Uterine fibroids	-0.017563290452298	0.0603676287391582	1
Liver transplant-free survival in primary sclerosing cholangitis time to event	-0.0177304964539007	0.27284296045975	1
Cannabis use age at onset	-0.0177304964539007	0.13879986447135	1
Coronary artery aneurysm in Kawasaki disease	-0.0178571428571429	0.0373268893443378	1
Cognitive function	-0.0178903037918025	0.0325233030330646	1
Airflow obstruction	-0.0179626815265114	0.196060818260854	1
Type 2 diabetes	-0.0179643499935674	1.48445218642907e-08	2.40332808982866e-05
Basophil percentage of white cells	-0.018036557088061	0.00246250102633963	1
Facial morphology factor 13, vertical position of alar curvature relative to upper lip	-0.0181104356636271	0.206354429118121	1
Lung cancer in never smokers	-0.0181412559072134	0.0998224676603085	1
Cisplatin-induced ototoxicity	-0.0182526547386404	0.0925283030243331	1
Interferon gamma-induced protein 10 levels	-0.0183016927216987	0.0125179221398736	1
Orthostatic hypotension	-0.0183510638297872	0.188631341277482	1
Subcutaneous adipose tissue	-0.0184533883669522	0.0025768727084547	1
Metabolite levels HVA-over-MHPG ratio	-0.0184935028293915	0.0624681917849329	1
B-type natriuretic peptide levels	-0.0186170212765957	0.588508518903856	1
Trichloroethylene-induced hypersensitivity syndrome	-0.0186170212765957	0.313498321635121	1
Cervical artery dissection	-0.0186170212765958	0.339326421145244	1
Familial lung adenocarcinoma	-0.0186542181223031	0.0115488165028567	1
Pelvic organ prolapse moderate-over-severe	-0.019017924452349	0.0730338495413184	1
Multiple keratinocyte cancers	-0.0190687267814926	0.184672682088572	1
Stromal-cell-derived factor 1 alpha levels	-0.0191032667096496	0.0379816508780605	1
Familial squamous cell lung carcinoma	-0.0192483344079089	0.0392854631795229	1
Red blood cell traits	-0.0192807594372381	0.00332816717606937	1
Ankle injury	-0.0193095771343252	0.00574132228048142	1
C-reactive protein and white blood cell count	-0.0194085612968592	0.14495825505407	1
Cerebrospinal fluid t-tau:AB1-42 ratio	-0.0195035460992908	0.0697481644240135	1
Interleukin-16 levels	-0.0196323032759202	0.147984823495094	1
Gout	-0.0197322546039692	0.0185116867434598	1
Total body bone mineral density age 30-45	-0.0197695035460993	0.321603856961326	1
Intraocular pressure	-0.0199285289457861	6.36202796287727e-11	1.10572045994807e-07
Premature menopause in childhood cancer survivors	-0.020105116514691	0.394460677451194	1
Heart rate	-0.0201532085293037	0.0046801171460942	1
Heart rate response to exercise	-0.0203212346164474	0.0974171443302497	1
Serum galactose-deficient IgA1 levels	-0.0203900709219858	0.353154922037719	1
Acute lymphoblastic leukemia in childhood B cell precursor	-0.0203900709219859	0.498165011638435	1
Serum protein levels sST2	-0.0206101522590884	0.0484129795736076	1
Migraine	-0.0206493288773875	0.000231692240136369	0.275945458002415
Diastolic blood pressure alcohol consumption interaction	-0.0208333333333333	0.39217199586373	1
Immune reponse to smallpox secreted IL-2	-0.020871327254306	2.03024968469317e-06	0.00293168054469694
Total cholesterol levels	-0.0211855969951725	1.64696846388878e-09	2.73890855544704e-06
Parkinson disease and lewy body pathology	-0.0212765957446808	0.533754748179344	1
Glomerular filtration rate cystatin C	-0.0212765957446808	0.549473104139973	1
IgG monosialylation phenotypes multivariate analysis	-0.0212765957446808	0.470638573417063	1
Menstruation quality of life impact aggressiveness	-0.0212765957446808	0.279837054139794	1
Working memory	-0.0212765957446808	0.312799615676362	1
Phenytoin-induced maculopapular exanthema	-0.0212765957446808	0.150352000808304	1
Foot ulcer in diabetes and neuropathy	-0.0212765957446809	0.206374478123479	1
Cold sores	-0.0212765957446809	0.507358906654248	1
Diabetic retinopathy in type 2 diabetes	-0.0212765957446809	0.693189665599973	1
Hematological parameters	-0.0217117988394583	0.0988976232799513	1
Heart rate response to beta blockers atenolol monotherapy	-0.0217985756063924	0.0225930976782133	1
Sarcoidosis	-0.0218591691995947	0.0613412735405685	1
Adverse response to chemotherapy neutropenia-over-leucopenia carboplatin	-0.0219794832826747	0.0544701365111195	1
Heel bone mineral density	-0.0220023956892866	6.58989044159886e-34	1.2665769428753e-30
Endometriosis	-0.022054152218482	7.21830125480999e-05	0.0914558768984426
Schizophrenia	-0.022202930047583	6.25942358024395e-19	1.18428294138216e-15
Resting metabolic rate	-0.0225831644714624	0.199270449707271	1
High density lipoprotein cholesterol levels	-0.0226063829787234	0.112587507341626	1
Cancer	-0.0227675693101225	0.138433128185022	1
beta-nerve growth factor levels	-0.0229599596620874	0.0316604445288847	1
Response to bleomycin chromatid breaks	-0.0230496453900709	0.312244018834875	1
Endometriosis or endometrial cancer pleiotropy	-0.0230496453900709	0.228068296650251	1
Pharmacokinetics of antiepileptic drugs in severe mental disorder concentration drug ratio	-0.0230496453900709	0.0466657517721054	1
Rate of cognitive decline in mild cognitive impairment time interaction	-0.023049645390071	0.366483218115663	1
Metabolic traits	-0.023059283786737	0.000182939953400364	0.22099146370764
Eating disorders	-0.0231364380300549	0.0390620232707435	1
Visceral adipose tissue adjusted for BMI	-0.0231560701327598	0.0003677826427129	0.425524517618825
Nicotine withdrawal symptom count	-0.0234069417580056	0.0677854191974035	1
D-dimer levels	-0.0234633569739953	0.0579797780960409	1
Plasma omega-6 polyunsaturated fatty acid levels linoleic acid	-0.0234953289826569	0.0304714707321629	1
Nonsyndromic cleft lip with or without cleft palate	-0.023581560283688	0.153862409262538	1
Carotid plaque burden	-0.0238613477530902	0.00352595632227468	1
EGFR mutation-positive lung adenocarcinoma	-0.0239361702127659	0.0671503401434833	1
Self-employment	-0.023936170212766	0.346760561603852	1
White blood cell count lymphocyte	-0.023936170212766	0.1083043329946	1
Migraine without aura	-0.0241056986437725	0.0080445210915666	1
Serum metabolite concentrations in chronic kidney disease	-0.0242041404094299	0.0155174133324445	1
Bulimia nervosa	-0.0243703326815029	0.00515789870818271	1
Pulmonary function smoking interaction	-0.0245271867612293	0.0732869531733807	1
Waist circumference	-0.0245567833329673	0.00828252889198245	1
Anger	-0.0246050934880723	0.00984528377865696	1
Plasma omega-6 polyunsaturated fatty acid levels gamma-linolenic acid	-0.0249084249084249	0.0323562577963606	1
Chronic obstructive pulmonary disease	-0.0250460477462979	0.0055192738259611	1
Highest math class taken	-0.0251467807335457	3.08600026457138e-17	5.77699249527762e-14
Cervical cancer	-0.0254771159691373	0.0389213127137741	1
Lipid traits	-0.0254880757540332	0.0438609509133665	1
Interleukin-7 levels	-0.0255399520692073	0.00339606089620791	1
Breast cancer estrogen-receptor negative	-0.0256757070817411	0.000234835813474922	0.278984946408207
Body mass index recreational physical activity interaction	-0.0257092198581559	0.280077816987328	1
Menstruation quality of life impact stiff neck	-0.025709219858156	0.297003828355457	1
RR interval heart rate	-0.0258757291643794	0.000408250516853517	0.468671593347838
Bone mineral density Ward's triangle area	-0.026061150728704	0.00867046925016115	1
Major depressive disorder broad	-0.026120820668693	0.0979918955111918	1
Fibroblast growth factor basic levels	-0.0261756564948054	0.00531884201713827	1
Gestational age at birth in premature rupture of membrane-initiated deliveries maternal effect	-0.0262411347517731	0.0415509379279686	1
Lifetime average cigarettes per day in chronic obstructive pulmonary disease	-0.0265197568389057	0.0665844011077853	1
Response to fenofibrate LDL cholesterol levels	-0.026595744680851	0.0462614689340648	1
Cerebrospinal fluid p-tau levels in mild cognitive impairment	-0.026595744680851	0.222805733233441	1
Macular telangiectasia type 2	-0.0265957446808511	0.239566854585431	1
Plasma t-tau levels	-0.0265957446808511	0.58974524479366	1
S-phenylmercapturic acid levels in smokers	-0.0265957446808511	0.192771340199255	1
Brain volume in infants white matter	-0.0265957446808511	0.373415988828968	1
Pneumonia	-0.0265957446808511	0.273803022628981	1
Staphylococcus aureus nasal carriage intermittent	-0.0266210739614995	0.0642485345601739	1
Response to statins LDL cholesterol change	-0.0266843971631205	0.0806643725371205	1
Hippocampal sclerosis	-0.0267529013539652	0.00399943122915617	1
Bone mineral density femoral neck	-0.0267730496453901	0.0127886453331291	1
Hypertension	-0.0267929936068445	2.56066712098682e-05	0.0339544460242852
Blond vs. brown-over-black hair color	-0.0268100292211559	2.29372754801658e-08	3.67684525947058e-05
Response to TNF antagonist treatment	-0.0268806990881459	0.042031233726798	1
Interleukin-2 receptor antagonist levels	-0.0268952826133677	0.010526901984911	1
Refractive astigmatism	-0.0269181173436493	0.00473884334528862	1
Post bronchodilator percent predicted FEV1 in smoking	-0.0269756838905775	0.029570472871026	1
Iron status biomarkers iron levels	-0.0270038068418857	0.000701843417802915	0.781853567432448
Gastric cancer	-0.0270664471462344	0.160383959884196	1
Alcohol dependence age at onset	-0.0274408716476247	0.00189251172716285	1
Osteoarthritis hospital diagnosed	-0.0275709219858156	0.241597998456852	1
Attention function in attention deficit hyperactive disorder	-0.0276771101239185	0.00633546672643936	1
Iris color a* coordinate	-0.027767223910841	0.0470750007502839	1
Response to anti-depressant treatment in major depressive disorder	-0.0277740953604285	1.4072608136839e-06	0.00205178626635113
HIV-1 susceptibility	-0.0278368794326241	0.085770374176194	1
Axial length	-0.0282333800950822	0.0151001806156472	1
Insulin resistance-over-response	-0.0282505910165485	0.000531344893680175	0.603076454326998
Schizophrenia negative symptoms	-0.0283687943262412	0.000710930834203651	0.790555087634459
Eosinophilic esophagitis	-0.028384912959381	0.00418189981683125	1
Prostate cancer early onset	-0.0284002640385619	0.0786217872799118	1
Idiopathic membranous nephropathy	-0.0285274356103023	1.71931196899252e-06	0.00249128304307017
Venous thromboembolism	-0.0286039523655157	0.0091478677998757	1
Response to hepatitis C treatment	-0.0286643026004729	0.0385511404577972	1
Gambling	-0.0288120567375887	0.26375837927593	1
DNA methylation variation	-0.0288607668926818	0.00401947778588313	1
Obesity-related traits	-0.0291132503305633	8.99890132951473e-43	1.73498817633044e-39
Chronic obstructive pulmonary disease-related biomarkers	-0.0291160654793865	0.000368521471064979	0.426010820551116
Iron status biomarkers total iron binding capacity	-0.0292132801235463	0.000414118002183523	0.474993348504501
Multiple myeloma IgH translocation	-0.0292461931581143	9.22827667189187e-05	0.114984327331773
Pharmacokinetics of antipsychotic drugs in severe mental disorder concentration drug ratio	-0.0292553191489361	0.130536330776964	1
Nodular sclerosis Hodgkin lymphoma	-0.0292553191489361	0.106245835971003	1
Disturbances of the gamma-frequency band of electroencephalography measures in schizophrenia	-0.0292553191489362	0.158532949759772	1
Myositis	-0.0292553191489362	0.068256908151493	1
Non-alcoholic fatty liver disease histology lobular	-0.0293251665592091	0.00647900565999439	1
Cancer pleiotropy	-0.0297904002026342	0.00765401890209787	1
Facial morphology factor 21, depth of nasal alae	-0.029842645534135	0.00599978514655863	1
Chronic venous disease	-0.0301418439716312	0.125273719469277	1
Chronic lymphocytic leukemia	-0.0303426853558015	1.41279063766394e-05	0.0190161619829567
Monocyte chemoattractant protein-1 levels	-0.0303502514291136	5.96029514550672e-06	0.00832653231827289
Esophageal cancer and gastric cancer	-0.0305851063829787	0.0654416984936468	1
Immunoglobulin A vasculitis	-0.0305851063829787	0.136273652086712	1
Cholesterol, total	-0.0307820733815854	8.71783388375414e-11	1.51167239544297e-07
Left superior temporal gyrus thickness schizophrenia interaction	-0.0310283687943262	0.12819352256669	1
Modified Stumvoll Insulin Sensitivity Index model adjusted for BMI	-0.0310283687943262	0.184455956026697	1
Non-melanoma skin cancer	-0.0310880962158272	9.22506687412357e-07	0.00136346488399546
Attention deficit hyperactivity disorder	-0.031196725274128	1.19794445211653e-05	0.0162680856597425
Lipoprotein a levels	-0.0312508705215872	4.47684156004304e-06	0.0063033929165406
Acne severe	-0.0314716312056737	0.0324074197115962	1
Pediatric bone mineral density spine	-0.0315539513677811	0.0263539996514489	1
Corneal structure	-0.0315572538696839	0.00115279328373758	1
Lentiform nucleus volume	-0.0317816049199028	0.129240637287912	1
Response to exercise triglyceride level interaction	-0.0318262411347518	0.0043517074924527	1
Interleukin-2 levels	-0.0318816821476395	0.00172515196480821	1
Non-small cell lung cancer	-0.0318987749838813	0.00438029661173128	1
Left ventricle diastolic internal dimension	-0.0319148936170213	0.262423157888602	1
Response to interferon beta in multiple sclerosis	-0.0319148936170213	0.435189532844854	1
Interleukin-8 levels	-0.0320102621964324	0.00353268502606802	1
Venlafaxine response in generalised anxiety disorder remitters vs non-remitters after 12 weeks	-0.0323581560283688	0.00123616027380535	1
Immune reponse to smallpox secreted IL-1beta	-0.0323984526112186	3.68022683852492e-10	6.24534494497679e-07
Pediatric bone mineral content radius	-0.0324252171940071	0.000543005276169252	0.614681972623593
Cutaneous psoriasis	-0.0325797872340425	0.019331013018947	1
Fat distribution HIV	-0.0326885880077369	0.00386913515747349	1
Visceral fat	-0.0327241310281715	9.82566183782885e-06	0.0134808080415012
Metabolite levels HVA-over-5-HIAA ratio	-0.0328520770010132	0.00293227231398654	1
Ovarian cancer	-0.0330230496453901	0.0125149056062758	1
LDL cholesterol levels	-0.0330745334514501	1.29372917153145e-07	0.000200398648670221
BRCA1-over-2-negative high-risk breast cancer	-0.033147647356815	0.00400598647133379	1
Oleic acid 18:1n-9 levels	-0.0332446808510639	0.0886379073108791	1
Food antigen IgG levels	-0.0333586626139818	0.0248168180270827	1
Atopic dermatitis	-0.0333776058921403	5.36322543370552e-06	0.00751924205805514
Response to statin therapy	-0.0333792448391973	7.24216038983546e-07	0.00107690924996853
Attention deficit hyperactivity disorder and conduct disorder	-0.0336714066925762	0.000440395770381998	0.503372365546624
Acute kidney injury in coronary artery bypass surgery creatinine rise	-0.0336879432624114	0.00117432660425463	1
Renal transplant outcome	-0.0336879432624114	0.000141481492615026	0.172607420990332
Diisocyanate-induced asthma	-0.0340817543815506	5.5569390282792e-35	1.06859937513809e-31
Delta-5 desaturase activity	-0.0344858156028369	0.0202978528629171	1
Body mass index ever vs never smoking interaction	-0.0345744680851064	0.10984801635618	1
Blood trace element Zn levels	-0.0345744680851064	0.329005935441976	1
Renal function and chronic kidney disease	-0.0345744680851064	0.261292688246945	1
Venlafaxine response in generalised anxiety disorder HAMA-A score reduction after 24 weeks	-0.0345744680851064	0.0590395022029965	1
Developmental language disorder linguistic errors	-0.0345744680851064	0.135833638587589	1
Febrile seizures	-0.0347517730496454	0.132844302046768	1
Alcohol use disorder consumption score	-0.0349290780141845	0.00587156800771332	1
Alzheimer's disease APOE e4 interaction	-0.0350177304964538	0.0729711601265255	1
Eye morphology	-0.0352084676552762	4.89382083221829e-05	0.0633260415689047
Resting-state electroencephalogram vigilance	-0.0353747240504393	7.4615227689536e-08	0.000117220522700261
Diastolic blood pressure long-term average	-0.0354609929078012	0.074634368236331	1
Periodontitis CDC-over-AAP	-0.035555490608682	0.0016599040613178	1
Modified Stumvoll Insulin Sensitivity Index BMI interaction	-0.0361786558595069	0.00116350563227166	1
Very long-chain saturated fatty acid levels fatty acid 22:0	-0.0363051103742593	0.00144271253092291	1
Bone ultrasound measurement velocity of sound	-0.0364002870651807	0.0115365255231092	1
Thrombosis	-0.0369680851063831	0.0337336780961214	1
Multiple myeloma hyperdiploidy	-0.0369895766172362	0.000263689958111505	0.311681530487798
Uric acid clearance	-0.0372340425531914	0.0587420077499698	1
AIDS progression	-0.0372340425531915	0.271155068185368	1
Heart rate response to beta blockers	-0.0372340425531915	0.0624103259960931	1
Objective response to lithium treatment	-0.0372340425531915	0.0603358650587828	1
Suicide attempts in depression or bipolar disorder	-0.0372340425531915	0.0863003920159145	1
Waist circumference and related phenotypes	-0.0372340425531915	0.283892027540991	1
White matter hyperintensity volume	-0.0372340425531915	0.179659653110257	1
Pediatric areal bone mineral density radius vs spine & hip discordant skeletal phenotype	-0.0372340425531915	0.00701953274531573	1
Rheumatoid arthritis rheumatoid factor and-over-or anti-cyclic citrullinated peptide seropositive	-0.0372340425531915	0.116451317538154	1
Sedentary behaviour duration	-0.0373226950354609	0.0311041184330914	1
Smoking status ever vs never smokers	-0.0374620060790274	0.0530909134359258	1
Anti-saccade response	-0.0378678417635402	1.22338608886799e-06	0.00179103723410274
Alanine aminotransferase ALT levels after remission induction therapy in actute lymphoblastic leukemia ALL	-0.0379071652552994	2.74936994701129e-10	4.68492638970725e-07
Systemic lupus erythematosus	-0.0384455686153247	4.46285878987618e-28	8.55530030019264e-25
Protein C levels	-0.0385640216757238	0.00365187938609742	1
Disease progression in age-related macular degeneration	-0.0386386138385166	7.1692722827051e-10	1.20443774349446e-06
Type 1 diabetes	-0.0388770179969975	1.39456553905169e-08	2.26198530434184e-05
Glucocorticoid-induced osteonecrosis	-0.0388804457953394	0.00170565126173454	1
Multiple myeloma and monoclonal gammopathy	-0.03891210739615	0.0137245308623004	1
Prostate-specific antigen levels	-0.0389302657597498	2.08248700816889e-06	0.00299461631774686
Diabetic kidney disease	-0.0391773296664691	7.26192766213048e-07	0.00107839625782638
Hepatitis C induced liver fibrosis	-0.0393617021276595	0.0278047555554741	1
Intracranial, abdominal aortic or thoracic aortic aneurysm pleiotropy	-0.0394503546099291	0.100781092184884	1
Temperament	-0.0394693515704154	0.000651872419044195	0.730748981748543
Self-reported math ability	-0.0395883504811816	4.60607283821433e-44	8.88511450491545e-41
Facial morphology factor 16	-0.0396297703478554	0.00272673679368311	1
Fasting blood glucose BMI interaction	-0.0398274686306601	1.51410466745647e-06	0.00220302229114917
Pharmacokinetics of olanzapine in severe mental disorder concentration dose ratio	-0.0398936170212766	0.0060576941493689	1
Open-angle glaucoma and vertical cup-disc ratio	-0.0398936170212767	0.238676309280448	1
Early onset atrial fibrillation	-0.0401595744680851	0.0415190174763378	1
Personality dimensions	-0.0405363475177305	0.00110205457687702	1
Uterine fibroid size maximum dimension	-0.0406028368794326	0.0573441114936834	1
Survival in pancreatic cancer	-0.0407177394896525	0.00115973985368225	1
Chronic obstructive pulmonary disease moderate to severe	-0.0412234042553191	0.0812218039636228	1
Progranulin levels	-0.0412234042553191	0.0453340318117177	1
Cerebral amyloid deposition in APOEe4 non-carriers PET imaging	-0.0414893617021277	0.000138728612076427	0.169526363957393
Obesity in adult survivors of childhood cancer exposed to cranial radiation	-0.0416666666666666	0.121873647425558	1
Maximum cranial length	-0.0418566362715299	0.000640179699416266	0.718921802444467
Menopause age at onset	-0.0418609701929473	3.62374763808931e-11	6.32706337610394e-08
Upper eyelid sagging severity	-0.0420516410184828	9.97389262914178e-06	0.0136642329019242
Borderline personality disorder	-0.0423210302942782	1.92485708081882e-05	0.0257160905997394
Serous borderline ovarian cancer	-0.0424582066869301	0.00854731806673016	1
Cerebrospinal T-tau levels	-0.0425104564466267	1.76608600591842e-09	2.9334688558305e-06
